Query	Match	COG	COGMembershipClass	FunctionalCategory	Name	Gene	FunctionalPathway	PMID	PDBID
arsC	WP_002964107	COG1393	0	P	Arsenate reductase or related protein, glutaredoxin family	ArsC			1I9D
aspC	WP_040129331	COG0436	0	E	Aspartate/methionine/tyrosine aminotransferase	AspB	Isoleucine, leucine, valine biosynthesis		2O0R
aspS	WP_004683546	COG0173	0	J	Aspartyl-tRNA synthetase	AspS	Aminoacyl-tRNA synthetases		1C0A
astD	WP_002965457	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
atpA	WP_004684264	COG0056	0	C	FoF1-type ATP synthase, alpha subunit	AtpA	FoF1-type ATP synthase		3OAA
atpC	WP_002964875	COG0355	0	C	FoF1-type ATP synthase, epsilon subunit	AtpC	FoF1-type ATP synthase	29149348;30304218	3OAA
atpD	WP_004684261	COG0055	0	C	FoF1-type ATP synthase, beta subunit	AtpD	FoF1-type ATP synthase		3OAA
bamA	WP_004683866	COG4775	0	M	Outer membrane protein assembly factor BamA	BamA			5EKQ
bamD	WP_002964530	COG4105	0	M	Outer membrane protein assembly factor BamD, BamD/ComL family	BamD			2YHC
bauA	WP_002965721	COG0161	0	H	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase	BioA	Biotin biosynthesis		1MLY
bcp	WP_004686807	COG1225	0	O	Peroxiredoxin	Bcp			5IPH
bepC	WP_002966799	COG1538	0	M	Outer membrane protein TolC	TolC			1EK9
bepD	WP_004685422	COG0845	0	MV	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	AcrA			1T5E
bepE_1	WP_004686764	COG0841	0	V	Multidrug efflux pump subunit AcrB	AcrB			1IWG
bepF	WP_004681660	COG0845	0	MV	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	AcrA			1T5E
betA	WP_004686224	COG2303	2	IR	Choline dehydrogenase or related flavoprotein	BetA	Non-phosphorylated Entner-Doudoroff pathway		1B4V
betA_1	WP_012092477	COG2303	0	IR	Choline dehydrogenase or related flavoprotein	BetA	Non-phosphorylated Entner-Doudoroff pathway		1B4V
betA_2	WP_012092477	COG2303	0	IR	Choline dehydrogenase or related flavoprotein	BetA	Non-phosphorylated Entner-Doudoroff pathway		1B4V
betB	WP_002963701	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
betI	WP_004683258	COG1309	0	K	DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA	AcrR			2QOP
bfr	WP_004686876	COG2193	0	P	Bacterioferritin (cytochrome b1)	Bfr			4E6K
bioB	WP_002966136	COG0502	0	H	Biotin synthase or related enzyme	BioB	Biotin biosynthesis		1R30
bioD	WP_004681846	COG0132	0	H	Dethiobiotin synthetase	BioD	Biotin biosynthesis		1DTS
bla	WP_000027057	COG2367	2	V	Beta-lactamase class A	PenP			6W34
bluB	WP_002965598	COG0778	0	C	Nitroreductase	NfnB	Pyrimidine degradation		1F5V
bmaC_2	WP_004686820	COG3210	1	U	Large exoprotein involved in heme utilization or adhesion	FhaB			4RM6
bmaC_2	WP_004686820	COG3468	1	MU	Autotransporter adhesin AidA	AidA			
bp26	WP_002964581	COG2968	0	S	Uncharacterized conserved protein YggE, contains kinase-interacting SIMPL domain	YggE			4HVZ
btpB	WP_004683520	COG4916	3	S	Uncharacterized conserved protein				
btuB	WP_004683979	COG4206	0	H	Outer membrane cobalamin receptor protein BtuB	BtuB			1NQE
btuD_1	WP_002965691	COG0559	0	E	Branched-chain amino acid ABC-type transport system, permease component	LivH			
btuD_2	WP_004682356	COG2011	0	E	ABC-type methionine transport system, permease component	MetP			6CVL
btuD_3	WP_002965785	COG5618	0	S	Predicted periplasmic lipoprotein				
btuD_4	WP_002964460	COG0609	0	P	ABC-type Fe3+-siderophore transport system, permease component	FepD			2NQ2
cadA_1	WP_004682969	COG2217	0	P	Cation-transporting P-type ATPase	ZntA			4BBJ
cadA_2	WP_004684501	COG2217	1	P	Cation-transporting P-type ATPase	ZntA			4BBJ
cadA_2	WP_004684501	COG2608	1	P	Copper chaperone CopZ	CopZ			1AFI
carA	WP_002964590	COG0505	0	EF	Carbamoylphosphate synthase small subunit	CarA	Arginine biosynthesis		1C30
carB	WP_004684046	COG0458	1	EF	Carbamoylphosphate synthase large subunit	CarB	Arginine biosynthesis		1C30
cckA	WP_012092024	COG0642	3	T	Signal transduction histidine kinase	BaeS			1JOY
cckA	WP_012092024	COG0784	1	T	CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F	CheY			6QRJ
cckA	WP_012092024	COG2202	1	T	PAS domain	PAS			2MWG
ccmA	WP_004684645	COG4133	0	O	ABC-type transport system involved in cytochrome c biogenesis, ATPase component	CcmA			
ccmB	WP_004684646	COG2386	0	O	ABC-type transport system involved in cytochrome c biogenesis, permease component	CcmB			
ccmE	WP_002963757	COG2332	0	CO	Cytochrome c biogenesis protein CcmE	CcmE			1J6Q
ccmE_1	WP_002963757	COG2332	0	CO	Cytochrome c biogenesis protein CcmE	CcmE			1J6Q
ccmI	WP_004686785	COG4235	1	CO	Cytochrome c-type biogenesis protein CcmH/NrfG	NrfG			
ccmI	WP_004686785	COG4235	3	CO	Cytochrome c-type biogenesis protein CcmH/NrfG	NrfG			
ccoG	WP_004682974	COG0348	0	C	Polyferredoxin NapH	NapH		27322068	
ccoN	WP_002963527	COG3278	1	C	Cbb3-type cytochrome oxidase, subunit 1	CcoN			3MK7
ccoO	WP_002963526	COG2993	0	C	Cbb3-type cytochrome oxidase, cytochrome c subunit FixO	CcoO			3MK7
ccoP	WP_002963524	COG2010	1	C	Cytochrome c, mono- and diheme variants	CccA			1A2S
ccoS	WP_002963520	COG3197	0	O	Cytochrome oxidase maturation protein, CcoS/FixS family	FixS			
cgs	WP_011005413	COG1215	3	N	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	BcsA			4HG6
cgs	WP_011005413	COG3459	1	G	Cellobiose phosphorylase			17307853	1V7V
cheB	WP_004682935	COG2197	0	TK	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	CitB			1A04
choV	WP_002964682	COG4175	0	E	ABC-type proline/glycine betaine transport system, ATPase component	ProV			
choW	WP_002967845	COG4176	0	E	ABC-type proline/glycine betaine transport system, permease component	ProW			
cimA	WP_002963821	COG0119	1	E	Isopropylmalate/homocitrate/citramalate synthases	LeuA	Isoleucine, leucine, valine biosynthesis		4JN6
cinA	WP_002967699	COG1546	0	H	Nicotinamide mononucleotide (NMN) deamidase PncC	PncC	NAD biosynthesis		2A9S
clpA	WP_002964296	COG0542	1	O	ATP-dependent Clp protease, ATP-binding subunit ClpA	ClpA			1KSF
clpB	WP_004686268	COG0542	0	O	ATP-dependent Clp protease, ATP-binding subunit ClpA	ClpA			1KSF
clpS	WP_004686968	COG2127	0	O	ATP-dependent Clp protease adapter protein ClpS	ClpS			1LZW
clpX	WP_002964236	COG1219	0	O	ATP-dependent protease Clp, ATPase subunit ClpX	ClpX			3HTE
cls	WP_004682490	COG1502	0	I	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase	Cls	Phospholipid biosynthesis		1BYR
coaBC	WP_002965590	COG0452	0	H	Phosphopantothenoylcysteine synthetase/decarboxylase CoaBC	CoaBC	Pantothenate/CoA biosynthesis		3QJG
coaD	WP_002964224	COG0669	0	H	Phosphopantetheine adenylyltransferase	CoaD	Pantothenate/CoA biosynthesis		3F3M
cobA_1	WP_002966861	COG0007	0	H	Uroporphyrinogen-III methylase (siroheme synthase)	CysG	Cobalamine/B12 biosynthesis		1PJQ
cobA_2	WP_002969234	COG0007	1	H	Uroporphyrinogen-III methylase (siroheme synthase)	CysG	Cobalamine/B12 biosynthesis		1PJQ
cobA_2	WP_002969234	COG1648	1	H	Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)	CysG2	Heme biosynthesis		1PJQ
cobG	WP_004683945	COG0155	0	P	Sulfite reductase, beta subunit (hemoprotein)	CysI	Cysteine biosynthesis		1AOP
cobJ	WP_004685711	COG1010	1	H	Precorrin-3B methylase	CobJ	Cobalamine/B12 biosynthesis		2ZVB
cobJ	WP_004685711	COG2073	1	H	Cobalamin biosynthesis protein CbiG	CbiG	Cobalamine/B12 biosynthesis		
cobM	WP_004683955	COG2875	0	H	Precorrin-4 methylase	CobM	Cobalamine/B12 biosynthesis		4E16
cobN	WP_004683959	COG1429	2	H	Cobalamin biosynthesis protein CobN, Mg-chelatase	CobN	Cobalamine/B12 biosynthesis		4ZHJ
cobO	WP_002964423	COG2109	0	H	ATP:corrinoid adenosyltransferase	BtuR	Cobalamine/B12 biosynthesis		4HUT
cobS	WP_002971872	COG0714	0	R	MoxR-like ATPase	MoxR	Cobalamine/B12 biosynthesis		2R44
cobT_1	WP_004686801	COG2038	0	H	NaMN:DMB phosphoribosyltransferase	CobT	Cobalamine/B12 biosynthesis		1D0S
cobT_2	WP_004686229	COG4547	0	H	Cobalamin biosynthesis cobaltochelatase CobT subunit	CobT2	Cobalamine/B12 biosynthesis		
cobU	WP_002964426	COG2087	0	H	Adenosyl cobinamide kinase/adenosyl cobinamide phosphate guanylyltransferase	CobU	Cobalamine/B12 biosynthesis		1C9K
cobW	WP_004683960	COG0523	0	R	Zinc metallochaperone YeiR/ZagA and related GTPases, G3E family	YejR		19822009;31132310	1NIJ
comM	WP_012091020	COG0606	0	O	Predicted Mg-chelatase, contains ChlI-like and ATPase domains, YifB family	YifB			
coxB	WP_002963625	COG1622	0	C	Heme/copper-type cytochrome/quinol oxidase, subunit 2	CyoA			1CYW
coxB_2	WP_002963625	COG1622	0	C	Heme/copper-type cytochrome/quinol oxidase, subunit 2	CyoA			1CYW
crcB_1	WP_004683989	COG0239	1	DP	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	CrcB			5A40
crcB_1	WP_004683989	COG3439	1	S	Uncharacterized conserved protein, DUF302 family				1J3M
crcB_2	WP_004683990	COG0239	0	DP	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	CrcB			5A40
crcB_3	WP_002965823	COG0239	0	DP	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	CrcB			5A40
crcB_4	WP_004684861	COG0239	0	DP	Fluoride ion exporter CrcB/FEX, affects chromosome condensation	CrcB			5A40
ctaD	WP_004683126	COG0843	0	C	Heme/copper-type cytochrome/quinol oxidase, subunit 1	CyoB			1AR1
ctaG	WP_004683133	COG3175	0	CO	Cytochrome c oxidase assembly protein Cox11	COX11			1SO9
cydC	WP_004681854	COG4987	0	CO	ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components	CydC			
cydD	WP_004681853	COG4988	0	CO	ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components	CydD			
cydX	WP_002972046	COG4890	1	S	Predicted outer membrane lipoprotein				
cyoA	WP_002971777	COG1622	1	C	Heme/copper-type cytochrome/quinol oxidase, subunit 2	CyoA			1CYW
cyoB	WP_004684617	COG0843	0	C	Heme/copper-type cytochrome/quinol oxidase, subunit 1	CyoB			1AR1
cyoC	WP_004684618	COG1845	0	C	Heme/copper-type cytochrome/quinol oxidase, subunit 3	CyoC			1QLE
cyoD	WP_004684619	COG3125	0	C	Heme/copper-type cytochrome/quinol oxidase, subunit 4	CyoD			
cysD	WP_004686641	COG0175	0	EH	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	CysD	Cysteine biosynthesis		1ZUN
cysE	WP_002964384	COG1045	1	E	Serine acetyltransferase	CysE	Cysteine biosynthesis		1T3D
cysG_2	WP_004683946	COG2243	0	H	Precorrin-2 methylase	CobF	Cobalamine/B12 biosynthesis		2QBU
cysK	WP_004684481	COG0031	0	E	Cysteine synthase	CysK	Cysteine biosynthesis		1FCJ
cysN	WP_004684694	COG0529	1	P	Adenylylsulfate kinase or related kinase	CysC	Cysteine biosynthesis		2GKS
cysN	WP_004684694	COG2895	1	P	Sulfate adenylyltransferase subunit 1, EFTu-like GTPase family	CysN	Cysteine biosynthesis		1ZUN
cysP	WP_004683972	COG4150	0	P	ABC-type sulfate transport system, periplasmic component	CysP			
cysQ	WP_002965444	COG1218	0	P	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase	CysQ			
cysS	WP_004683417	COG0215	0	J	Cysteinyl-tRNA synthetase	CysS	Aminoacyl-tRNA synthetases		1LI5
cysT_1	WP_004684653	COG0555	0	P	ABC-type sulfate transport system, permease component	CysU			3D31
cysT_2	WP_002966872	COG0555	0	P	ABC-type sulfate transport system, permease component	CysU			3D31
cysW_1	WP_002965358	COG4208	0	P	ABC-type sulfate transport system, permease component	CysW			
cysW_2	WP_004683971	COG4208	0	P	ABC-type sulfate transport system, permease component	CysW			
dadA	WP_004681991	COG0665	3	E	Glycine/D-amino acid oxidase (deaminating)	DadA			3AWI
dapA	WP_004681508	COG0329	0	EM	4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase	DapA	Lysine biosynthesis	27574185	2R91
dapD	WP_002965622	COG2171	0	E	Tetrahydrodipicolinate N-succinyltransferase	DapD	Lysine biosynthesis		3BXY
dapE	WP_004686909	COG0624	0	E	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	ArgE	Arginine biosynthesis		1CG2
der	WP_004682999	COG1160	0	J	Double Era-like domain GTPase Der	Der			1MKY
dhaL_1	WP_004684112	COG2376	2	G	Dihydroxyacetone kinase	DAK1	Isoprenoid biosynthesis		1UN8
dhaL_2	WP_005967531	COG2376	2	G	Dihydroxyacetone kinase	DAK1	Isoprenoid biosynthesis		1UN8
dhbA	WP_004681144	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
dksA	WP_002964154	COG1734	0	K	RNA polymerase-binding transcription factor DksA	DksA			1TJL
dld	WP_002967439	COG0277	0	C	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	GlcD			1AHU
dmg	WP_012091846	COG0404	1	E	Glycine cleavage system protein T (aminomethyltransferase)	GcvT	Glycine cleavage	25433025;25505271	2GAH
dmg	WP_012091846	COG0665	1	E	Glycine/D-amino acid oxidase (deaminating)	DadA			3AWI
dnaA_1	WP_002970905	COG0593	1	L	Chromosomal replication initiation ATPase DnaA	DnaA			1L8Q
dnaE	WP_004683637	COG0587	0	L	DNA polymerase III, alpha subunit	DnaE			2HNH
dnaJ	WP_004684564	COG0484	0	O	DnaJ-class molecular chaperone with C-terminal Zn finger domain	DnaJ			1BQ0
dnaK	WP_041594641	COG0443	0	O	Molecular chaperone DnaK (HSP70)	DnaK			3I33
dnaQ	WP_004684537	COG0847	0	L	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	DnaQ			1J53
dppA	WP_005967646	COG0747	2	E	ABC-type transport system, periplasmic component	DdpA			3RQT
dprA	WP_002967291	COG0758	0	L	Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake	Smf			3MAJ
dps	WP_002965212	COG0783	0	PV	DNA-binding ferritin-like protein (oxidative damage protectant)	Dps			1DPS
dtd3	WP_002971449	COG0084	0	N	3'->5' ssDNA/RNA exonuclease TatD	TatD		10747959;25114049	1J6O
dusA	WP_004683684	COG0042	0	J	tRNA-dihydrouridine synthase	DusA	tRNA modification		1VHN
dusB	WP_004683837	COG0042	0	J	tRNA-dihydrouridine synthase	DusA	tRNA modification		1VHN
dut	WP_002964766	COG0756	0	FV	dUTP pyrophosphatase (dUTPase)	Dut	Thymidylate biosynthesis		1DUC
dxs	WP_004686580	COG1154	0	HI	Deoxyxylulose-5-phosphate synthase	Dxs	Pyridoxal phosphate biosynthesis		2O1S
edd	WP_004682110	COG0129	0	EG	Dihydroxyacid dehydratase/phosphogluconate dehydratase	IlvD	Isoleucine, leucine, valine biosynthesis		2GP4
efp	WP_002964799	COG0231	1	J	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	Efp	Translation factors		1UEB
emrB	WP_049751146	COG2814	1	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
eno	WP_004683843	COG0148	0	G	Enolase	Eno	Glycolysis		1E9I
era	WP_004683399	COG1159	0	J	GTPase Era, involved in 16S rRNA processing	Era			1EGA
erpA	WP_002964005	COG0316	0	O	Fe-S cluster assembly iron-binding protein IscA	IscA			1R94
ettA	WP_004684033	COG0488	0	R	ATPase components of ABC transporters with duplicated ATPase domains	Uup			5ZXD
exbB	WP_002964760	COG0811	1	U	Biopolymer transport protein ExbB/TolQ	TolQ			5SV0
exbD	WP_004684132	COG0848	0	U	Biopolymer transport protein ExbD	ExbD			2JWK
fabA	WP_002968051	COG0764	0	I	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	FabA	Fatty acid biosynthesis		1MKA
fabB	WP_011005448	COG0304	0	IQ	3-oxoacyl-(acyl-carrier-protein) synthase	FabB	Fatty acid biosynthesis	21652641	2UV8
fabD	WP_004683111	COG0331	0	I	Malonyl CoA-acyl carrier protein transacylase	FabD	Fatty acid biosynthesis		1YXC
fabF	WP_002963618	COG0304	0	IQ	3-oxoacyl-(acyl-carrier-protein) synthase	FabB	Fatty acid biosynthesis	21652641	2UV8
fabG_1	WP_002963614	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
fabG_2	WP_004681720	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
fabI_1	WP_002963577	COG0623	0	I	Enoyl-[acyl-carrier-protein] reductase FabI	FabI	Fatty acid biosynthesis		1C14
fabI_2	WP_002965233	COG0623	0	I	Enoyl-[acyl-carrier-protein] reductase FabI	FabI	Fatty acid biosynthesis		1C14
fadA	WP_012091279	COG0183	0	I	Acetyl-CoA acetyltransferase	PaaJ	Fatty acid biosynthesis		1AFW
fadA_2	WP_012093093	COG0183	0	I	Acetyl-CoA acetyltransferase	PaaJ	Fatty acid biosynthesis		1AFW
fadB	WP_012091085	COG1024	0	I	Enoyl-CoA hydratase/carnithine racemase	CaiD	Fatty acid biosynthesis		1DCI
fba	WP_011005604	COG0191	0	G	Fructose/tagatose bisphosphate aldolase	Fba	Glycolysis		1B57
fbcH	WP_004684075	COG1290	0	C	Cytochrome b subunit of the bc complex	QcrB/PetB			1VF5
fcl_1	WP_014517377	COG0451	2	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
fcl_2	WP_004681748	COG0451	2	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
fdhD	WP_004681982	COG1526	0	C	Formate dehydrogenase assembly factor FdhD, a sulfurtransferase	FdhD			2PW9
ffh	WP_004684299	COG0541	1	U	Signal recognition particle GTPase	Ffh			2V3C
fghA_2	WP_002965376	COG0627	0	V	S-formylglutathione hydrolase FrmB	FrmB			1DQY
flaF	WP_004680989	COG5442	0	N	Flagellar biosynthesis regulator FlaF	FlaF			
flaF_1	WP_004680989	COG5442	0	N	Flagellar biosynthesis regulator FlaF	FlaF			
flbT	WP_004680988	COG5443	0	N	Flagellar biosynthesis regulator FlbT	FlbT			
flgA	WP_006256599	COG1261	2	N	Flagellar basal body P-ring formation protein FlgA	FlgA			3VJP
flgB	WP_004681368	COG1815	0	N	Flagellar basal body rod protein FlgB	FlgB			
flgC	WP_002966430	COG1558	0	N	Flagellar basal body rod protein FlgC	FlgC			
flgD	WP_002966649	COG1843	2	N	Flagellar hook-capping protein FlgD	FlgD			6IEF
flgE	WP_004680995	COG1749	0	N	Flagellar hook protein FlgE	FlgE			3A69
flgG_2	WP_002966428	COG4786	0	N	Flagellar basal body rod protein FlgG	FlgG			6JZR
flgI	WP_085982318	COG1706	0	N	Flagellar basal body P-ring protein FlgI	FlgI			
flgK	WP_004680993	COG1256	0	N	Flagellar hook-associated protein FlgK	FlgK			2D4Y
flhA	WP_004680979	COG1298	2	N	Flagellar biosynthesis protein FlhA	FlhA			6AI0
flhB	WP_004681320	COG1377	0	N	Flagellar biosynthesis protein FlhB	FlhB			6S3L
fliE	WP_002966429	COG1677	0	N	Flagellar hook-basal body complex protein FliE	FliE			
fliE_1	WP_002966429	COG1677	0	N	Flagellar hook-basal body complex protein FliE	FliE			
fliF_1	WP_004681007	COG1766	2	NU	Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ	FliF			6SCN
fliF_2	WP_004685911	COG1766	2	NU	Flagellar biosynthesis/type III secretory pathway M-ring protein FliF/YscJ	FliF			6SCN
fliG	WP_010660718	COG1536	0	N	Flagellar motor switch protein FliG	FliG			4FHR
fliN	WP_002966456	COG1886	3	NU	Flagellar motor switch/type III secretory pathway protein FliN	FliN			1O9Y
fliP	WP_004681385	COG1338	0	N	Flagellar biosynthesis protein FliP	FliP			5H72
fliQ	WP_002966650	COG1987	0	N	Flagellar biosynthesis protein FliQ	FliQ			6F2D
fliR	WP_004685916	COG1684	0	N	Flagellar biosynthesis protein FliR	FliR			6S3R
fmt	WP_004682455	COG0223	0	J	Methionyl-tRNA formyltransferase	Fmt			1FMT
fmt_1	WP_004682455	COG0223	0	J	Methionyl-tRNA formyltransferase	Fmt			1FMT
fmt_2	WP_004682455	COG0223	0	J	Methionyl-tRNA formyltransferase	Fmt			1FMT
folB	WP_002964148	COG1539	0	H	Dihydroneopterin aldolase	FolB	Folate biosynthesis		1B9L
folD	WP_002967255	COG0190	0	H	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	FolD			1A4I
folE	WP_002964194	COG0302	0	H	GTP cyclohydrolase I	FolE	Folate biosynthesis	19767425;30692671	1A8R
folK	WP_004683770	COG0801	0	H	7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase (folate biosynthesis)	FolK	Folate biosynthesis		1CBK
folP	WP_002964147	COG0294	0	H	Dihydropteroate synthase	FolP	Folate biosynthesis		1AD1
fosX	WP_002966056	COG0346	0	Q	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	GloA		11830595	3R4Q
frr	WP_004683873	COG0233	0	J	Ribosome recycling factor	Frr			1DD5
fsa	WP_004684273	COG0176	0	G	Transaldolase/fructose-6-phosphate aldolase	TalA	Pentose phosphate pathway		1F05
ftsA	WP_002964534	COG0849	0	D	Cell division ATPase FtsA	FtsA			3WT0
ftsE	WP_002965062	COG2884	0	D	Cell division ATPase FtsE	FtsE			
ftsH	WP_004684146	COG0465	0	O	ATP-dependent Zn proteases	HflB			1LV7
ftsW	WP_002966894	COG0772	0	D	Peptodoglycan polymerase FtsW/RodA/SpoVE	FtsW		30692671	6BAR
ftsY	WP_004686710	COG0552	1	U	Signal recognition particle GTPase FtsY	FtsY			4AK9
ftsZ	WP_012091754	COG0206	1	D	Cell division GTPase FtsZ	FtsZ			1FSZ
fumC	WP_002966390	COG0114	0	C	Fumarate hydratase class II	FumC	TCA cycle		1KQ7
fusA	WP_004683927	COG0480	0	J	Translation elongation factor EF-G, a GTPase	FusA	Translation factors		1DAR
fxsA	WP_002965137	COG3030	0	R	FxsA protein affecting phage T7 exclusion by the F plasmid, UPF0716 family	FxsA			
galE_1	WP_004683806	COG1087	0	M	UDP-glucose 4-epimerase	GalE			1A9Y
