Query	Match	COG	COGMembershipClass	FunctionalCategory	Name	Gene	FunctionalPathway	PMID	PDBID
group_209	WP_002966623	COG0179	0	Q	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	YcgM			1GTT
group_2116	WP_011005796	COG0040	2	E	ATP phosphoribosyltransferase	HisG	Histidine biosynthesis		1H3D
group_2136	WP_004681235	COG0330	0	O	Regulator of protease activity HflC, stomatin/prohibitin superfamily	HflC			
group_2137	WP_002966505	COG1585	0	O	Membrane protein implicated in regulation of membrane protease activity	YbbJ			2EXD
group_2152	WP_004684284	COG0144	1	J	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	RsmB	16S rRNA modification		2FRX
group_2172	WP_005970906	COG1109	0	G	Phosphomannomutase	ManB			6MNV
group_2183	WP_010659558	COG2388	0	R	Predicted acetyltransferase, GNAT superfamily	YidJ			1R57
group_2200	WP_004684049	COG1278	0	K	Cold shock protein, CspA family	CspC			1C9O
group_2211	WP_002969148	COG0110	0	R	Acetyltransferase, isoleucine patch superfamily	WbbJ			
group_2323	WP_004682378	COG1052	0	CHR	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	LdhA	Pyridoxal phosphate biosynthesis		1DXY
group_2349	WP_002967786	COG0829	0	O	Urease accessory protein UreH	UreH			3SF5
group_2380	WP_002965527	COG5352	2	S	Uncharacterized conserved protein				5YIU
group_2399	WP_002965418	COG2860	0	S	Uncharacterized membrane protein YeiH	YadS			5WUC
group_2400	WP_002966536	COG2204	2	T	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	AtoC			1ZY2
group_2407	WP_002967156	COG2977	0	Q	4'-phosphopantetheinyl transferase EntD (siderophore biosynthesis)	EntD			4QJK
group_2447	WP_005968719	COG0492	3	O	Thioredoxin reductase	TrxB			3FBS
group_2460	WP_002963588	COG1722	0	L	Exonuclease VII small subunit	XseB			1VP7
group_2465	WP_004682938	COG4665	0	Q	TRAP-type mannitol/chloroaromatic compound transport system, small permease component	FcbT2			
group_2470	WP_004682379	COG1609	0	K	DNA-binding transcriptional regulator, LacI/PurR family	PurR			1BDH
group_2487	WP_002966234	COG0753	0	P	Catalase	KatE			6RJR
group_2488	WP_002964973	COG2388	3	R	Predicted acetyltransferase, GNAT superfamily	YidJ			1R57
group_2503	WP_004684571	COG0797	2	M	Peptidoglycan lytic transglycosylase RlpA, contains C-terminal SPOR domain	RlpA		24806796	4AVR
group_2504	WP_004684609	COG0583	0	K	DNA-binding transcriptional regulator, LysR family	LysR			2FYI
group_2505	WP_004684625	COG0346	0	Q	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	GloA		11830595	3R4Q
group_2516	WP_002966354	COG0745	0	TK	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	OmpR			1XHF
group_2537	WP_004684232	COG1028	0	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	FabG	Fatty acid biosynthesis		6L1H
group_255	WP_004684137	COG1633	1	P	Rubrerythrin, includes spore coat protein YhjR	YhjR			2E0Z
group_2550	WP_002964621	COG1278	0	K	Cold shock protein, CspA family	CspC			1C9O
group_2554	WP_002964569	COG2824	2	R	Uncharacterized Zn-ribbon-containing protein	PhnA			2AKK
group_2556	WP_004684007	COG3814	0	O	SspB-like protein, predicted to bind SsrA peptide	SspB2			
group_2559	WP_002969568	COG3467	0	V	Nitroimidazole reductase NimA or a related FMN-containing flavoprotein, pyridoxamine 5'-phosphate oxidase superfamily	NimA			1W3O
group_2572	WP_004683894	COG5458	0	S	Uncharacterized conserved protein, DUF1489 domain				
group_267	WP_004681594	COG0826	0	J	23S rRNA C2501 and tRNA U34 5'-hydroxylation protein RlhA/YrrN/YrrO, U32 peptidase family	RlhA	23S rRNA modification	31253794;31358606	5D88
group_288	WP_002968232	COG5338	1	S	Uncharacterized conserved protein				
group_300	WP_004686786	COG3021	0	R	Uncharacterized conserved protein YafD, endonuclease/exonuclease/phosphatase (EEP) superfamily	YafD			
group_32	WP_004684290	COG2902	0	E	NAD-specific glutamate dehydrogenase	Gdh2			
group_353	WP_004686741	COG0033	0	G	Phosphoglucomutase/phosphomannomutase	Pgm		30938049	1C47
group_356	WP_002965359	COG1118	0	P	ABC-type sulfate/molybdate transport systems, ATPase component	CysA			
group_3589	WP_004683914	COG4764	0	R	Predicted transglycosylase, contains SLT domain	SLT			
group_3606	WP_004684138	COG2814	0	G	Predicted arabinose efflux permease AraJ, MFS family	AraJ			4LDS
group_3674	WP_002963637	COG4233	0	OC	Thiol-disulfide interchange protein, contains DsbC and DsbD domains				
group_3704	WP_002964592	COG5395	0	S	Uncharacterized membrane protein				
group_3712	WP_002971243	COG5342	1	R	Invasion protein IalB, involved in pathogenesis	IalB			3DTD
group_3718	WP_004683040	COG3668	0	X	Plasmid stabilization system protein ParE	ParE			3KXE
group_373	WP_004684064	COG0642	1	T	Signal transduction histidine kinase	BaeS			1JOY
group_3731	WP_002971304	COG0411	0	E	ABC-type branched-chain amino acid transport system, ATPase component LivG	LivG		29514851	1G9X
group_3748	WP_002966111	COG0395	0	G	ABC-type glycerol-3-phosphate transport system, permease component	UgpE			1VR4
group_3795	WP_004681742	COG3055	0	M	N-acetylneuraminic acid mutarotase	NanM		18063573	2UVK
group_3801	WP_002967000	COG0760	3	O	Peptidyl-prolyl isomerase, parvulin family	SurA			2ZR5
group_3802	WP_004686989	COG1247	0	E	L-amino acid N-acyltransferase MnaT	MnaT		27941785	3DR6
group_3847	WP_002963624	COG5342	0	R	Invasion protein IalB, involved in pathogenesis	IalB			3DTD
group_3851	WP_002963713	COG0433	0	L	Archaeal DNA helicase HerA or a related bacterial ATPase, contains HAS-barrel and ATPase domains	HerA			4D2I
group_3857	WP_002969581	COG0494	2	V	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	MutT			4V14
group_3878	WP_004684121	COG1495	0	O	Disulfide bond formation protein DsbB	DsbB			2LTQ
group_3892	WP_002963864	COG0847	2	L	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	DnaQ			1J53
group_3895	WP_002964873	COG1802	0	K	DNA-binding transcriptional regulator, GntR family	GntR			3FMS
group_3896	WP_002972282	COG0122	0	L	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	AlkA			1DIZ
group_3901	WP_002972097	COG1522	0	K	DNA-binding transcriptional regulator, Lrp family	Lrp			1I1G
group_3932	WP_004683134	COG5349	0	S	Uncharacterized conserved protein, DUF983 family				
group_3941	WP_004681856	COG2188	0	K	DNA-binding transcriptional regulator, GntR family	MngR			2WV0
group_3944	WP_002963809	COG1896	0	FR	5'-deoxynucleotidase YfbR and related HD superfamily hydrolases	YfbR			2PAQ
group_3949	WP_004683321	COG0265	1	O	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain	DegQ		29686141	2HGA
group_3958	WP_004685190	COG0741	2	M	Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain)	MltE			153L
group_3959	WP_004681745	COG0664	0	T	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	Crp			1FT9
group_3967	WP_004681740	COG0747	0	E	ABC-type transport system, periplasmic component	DdpA			3RQT
group_3968	WP_004683406	COG0044	0	F	Dihydroorotase or related cyclic amidohydrolase	AllB	Pyrimidine biosynthesis		1J79
group_3970	WP_002969422	COG0307	0	H	Riboflavin synthase alpha chain	RibC	Riboflavin/FAD biosynthesis		1I8D
group_3979	WP_004686432	COG1961	0	L	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE	SpoIVCA			1GDT
group_3986	WP_004684258	COG1846	1	K	DNA-binding transcriptional regulator, MarR family	MarR			1JGS
group_3990	WP_002968219	COG0410	0	E	ABC-type branched-chain amino acid transport system, ATPase component LivF	LivF		26527648;32250026	1JI0
group_3992	WP_002963636	COG0678	0	O	Peroxiredoxin	AHP1			1H4O
group_4019	WP_004683133	COG3175	0	CO	Cytochrome c oxidase assembly protein Cox11	COX11			1SO9
group_4022	WP_004681162	COG0559	0	E	Branched-chain amino acid ABC-type transport system, permease component	LivH			
group_4023	WP_002965606	COG0451	0	M	Nucleoside-diphosphate-sugar epimerase	WcaG			2X4G
group_4027	WP_002964979	COG2329	0	H	Heme-degrading monooxygenase HmoA and related ABM domain proteins	HmoA		21873409	1IUJ
group_4036	WP_002966306	COG4314	0	P	Nitrous oxide reductase accessory protein NosL	NosL			2HPU
group_4044	WP_011005034	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_405	WP_011004994	COG4581	3	L	Superfamily II RNA helicase	Dob10			4A4Z
group_4058	WP_004681171	COG0346	0	Q	Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family	GloA		11830595	3R4Q
group_4064	WP_005970945	COG0564	0	J	Pseudouridine synthase RluA, 23S rRNA- or tRNA-specific	RluA	23S rRNA modification		2I82
group_4065	WP_010658744	COG1653	0	G	ABC-type glycerol-3-phosphate transport system, periplasmic component	UgpB			2Z8D
group_4088	WP_004686851	COG3794	1	C	Plastocyanin	PetE			3BQV
group_4100	WP_002966292	COG0163	0	H	Flavin prenyltransferase UbiX	UbiX	Ubiquinone biosynthesis	28754323;26083743	1SBZ
group_4115	WP_004683918	COG0563	0	F	Adenylate kinase or related kinase	Adk	Pyrimidine biosynthesis		1AK2
group_414	WP_011982382	COG0155	0	P	Sulfite reductase, beta subunit (hemoprotein)	CysI	Cysteine biosynthesis		1AOP
group_429	WP_002969408	COG4783	0	MO	Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains	BepA		24003122	6AIT
group_447	WP_004683445	COG0488	1	R	ATPase components of ABC transporters with duplicated ATPase domains	Uup			5ZXD
group_477	WP_004682835	COG0493	0	ER	NADPH-dependent glutamate synthase beta chain or related oxidoreductase	GltD	Glutamine biosynthesis		1H7X
group_505	WP_012091175	COG2226	3	H	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	UbiE	Biotin biosynthesis		4OBW
group_56	WP_002963460	COG1215	1	N	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	BcsA			4HG6
group_588	WP_011982638	COG2223	1	P	Nitrate/nitrite transporter NarK	NarK			4JR9
group_59	WP_004681903	COG0044	0	F	Dihydroorotase or related cyclic amidohydrolase	AllB	Pyrimidine biosynthesis		1J79
group_61	WP_004682363	COG3288	1	C	NAD/NADP transhydrogenase alpha subunit	PntA			1F8G
group_674	WP_006256674	COG0001	0	H	Glutamate-1-semialdehyde aminotransferase	HemL	Heme biosynthesis		2CFB
group_696	WP_004682927	COG0534	0	V	Na+-driven multidrug efflux pump, DinF/NorM/MATE family	NorM		29915058	3VVN
group_714	WP_004682297	COG1012	0	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	AdhE	Proline degradation		1A4S
group_766	WP_040130030	COG1702	0	T	Phosphate starvation-inducible protein PhoH, predicted ATPase	PhoH		8444794;12762842	3B85
group_805	WP_004681310	COG1566	1	V	Multidrug resistance efflux pump EmrA	EmrA			4TKO
group_898	WP_005968692	COG1680	1	V	CubicO group peptidase, beta-lactamase class C family	AmpC			1BLS
group_900	WP_004682096	COG0174	0	E	Glutamine synthetase	GlnA	Glutamine biosynthesis		1F1H
group_910	WP_004684720	COG4948	0	MR	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	RspA	Non-phosphorylated Entner-Doudoroff pathway		1BKH
group_934	WP_002966598	COG1409	3	T	3',5'-cyclic AMP phosphodiesterase CpdA	CpdA			2ZO9
group_939	WP_005972176	COG2334	0	T	Ser/Thr protein kinase RdoA involved in Cpx stress response, MazF antagonist	SrkA	Threonine biosynthesis		1ZYL
group_951	WP_004683719	COG2377	0	M	1,6-Anhydro-N-acetylmuramate kinase	AnmK		15901686	3CQY
group_973	WP_002965986	COG0411	0	E	ABC-type branched-chain amino acid transport system, ATPase component LivG	LivG		29514851	1G9X
hipO_1	WP_012091109	COG1473	0	R	Metal-dependent amidase/aminoacylase/carboxypeptidase	AbgB	Lysine biosynthesis	17307853	3RAM
hrpB_1	WP_025198990	COG1643	2	J	HrpA-like RNA helicase	HrpA			5N8R
hutI	WP_012091501	COG1228	0	Q	Imidazolonepropionase or related amidohydrolase	HutI			3OOQ
ispH	WP_004683139	COG0761	0	I	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	IspH	Isoprenoid biosynthesis		3DNF
lepB	WP_002970991	COG0681	3	U	Signal peptidase I	LepB		1925027	1B12
leuC	WP_004684442	COG0065	0	E	Homoaconitase/3-isopropylmalate dehydratase large subunit	LeuC	Isoleucine, leucine, valine biosynthesis		4KP1
ligA	WP_004684014	COG0272	0	L	NAD-dependent DNA ligase	Lig			5TT5
metK	WP_011005450	COG0192	0	H	S-adenosylmethionine synthetase	MetK	Methionine biosynthesis		1FUG
mscL	WP_002963483	COG1970	0	M	Large-conductance mechanosensitive channel	MscL			2OAR
namA	WP_004681485	COG1902	0	C	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	FadH			1BWK
nrdR	WP_002966765	COG1327	0	K	Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains	NrdR			
nuoN	WP_004683623	COG1007	0	C	NADH:ubiquinone oxidoreductase subunit 2 (chain N)	NuoN	NADH dehydrogenase		4HE8
petA	WP_002964648	COG0723	0	C	Rieske Fe-S protein	QcrA/PetC		27663073	5CXM
pgi	WP_004682840	COG0166	0	G	Glucose-6-phosphate isomerase	Pgi	Glycolysis		1B0Z
pgk	WP_004684168	COG0126	0	G	3-phosphoglycerate kinase	Pgk	Glycolysis		13PK
pgl	WP_002968509	COG0363	0	G	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	NagB	Pentose phosphate pathway	24163345	2RI0
pgsA	WP_002963840	COG0558	0	I	Phosphatidylglycerophosphate synthase	PgsA	Phospholipid biosynthesis		4MND
pyk	WP_004684192	COG0469	0	G	Pyruvate kinase	PykF	Glycolysis		6QXL
recN	WP_004684015	COG0497	0	L	DNA repair ATPase RecN	RecN			4AD8
rnd	WP_004683543	COG0349	0	J	Ribonuclease D	Rnd		18821773	5C0Y
rnhA	WP_002963635	COG0328	0	L	Ribonuclease HI	RnhA			1LAW
rplI	WP_004683101	COG0359	0	J	Ribosomal protein L9	RplI	Ribosome 50S subunit	27112601	1VS6
rplM	WP_002963926	COG0102	0	J	Ribosomal protein L13	RplM	Ribosome 50S subunit		1VS6
rplQ	WP_002964337	COG0203	0	J	Ribosomal protein L17	RplQ	Ribosome 50S subunit		1GD8
rpsF	WP_004683108	COG0360	1	J	Ribosomal protein S6	RpsF	Ribosome 30S subunit		4V4H
rpsI	WP_004683599	COG0103	0	J	Ribosomal protein S9	RpsI	Ribosome 30S subunit		4V4H
rpsK	WP_002964339	COG0100	0	J	Ribosomal protein S11	RpsK	Ribosome 30S subunit		4V4H
sbmA	WP_004682993	COG1133	0	V	Peptide antibiotic transporter SbmA/BacA, ABC-type permease family	SbmA		24078611	
thiG	WP_004684703	COG2022	0	H	Thiazole synthase ThiGH, ThiG subunit (thiamin biosynthesis)	ThiG	Thiamine biosynthesis		1TYG
tkt	WP_004684164	COG0021	0	G	Transketolase	TktA	Pentose phosphate pathway		1AY0
topA	WP_002968433	COG0550	1	L	DNA topoisomerase IA	TopA			1CY0
topA	WP_002968433	COG1754	1	S	Uncharacterized C-terminal domain of topoisomerase IA				
trpC	WP_002964269	COG0134	0	E	Indole-3-glycerol phosphate synthase	TrpC	Aromatic amino acid biosynthesis		6BMA
truB	WP_004684584	COG0130	0	J	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	TruB	tRNA modification		1K8W
tusA	WP_075589477	COG0425	0	JHO	Sulfur carrier protein TusA (tRNA thiolation, molybdenum cofactor biosynthesis)	TusA		23894086	1DCJ
ugpB	WP_004681934	COG1653	0	G	ABC-type glycerol-3-phosphate transport system, periplasmic component	UgpB			2Z8D
uxaC	WP_002967248	COG1904	2	G	Glucuronate isomerase	UxaC			1J5S
